what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217095301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217131552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217143642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217148522
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400217151262
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1400217156154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217157244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217157994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217158914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217187466
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400217188266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217213526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217215916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217222878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217232468
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400217232488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217255682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217884082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217884585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217914639
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400217915519
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400217925783
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400217929717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217941304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217944212
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400217946310
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400217946844
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.add.block.comment",1400217989678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400217990676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400217999993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218002574
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400218002595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218036794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218039843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218055604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218065067
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400218068587
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400218071367
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400218075707
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400218096137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400218110687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400218115407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218119077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218122197
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400218123057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218127487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218184351
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400218185681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218187612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218201932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400218208472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400219307446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400219308186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400221046483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400221047853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400222538440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400222539300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225707087
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400225714407
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1400225716677
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400225722368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225731089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225877526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225917356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225918956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225920116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400225933137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226002788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226008091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226049821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226051381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226052971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226055481
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226060881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226140003
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226158605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226160035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226168195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226178656
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400226178666
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226187079
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226191599
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400226193969
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226198029
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400226205669
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226219169
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226258249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226264569
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226269099
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226270629
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.remove.block.comment",1400226279799
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226338429
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226338739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226339259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226339789
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226368460
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226368620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226425330
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400226427481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226448834
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226449424
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226450745
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226450745
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226475115
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226475225
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226500407
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226500467
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226514777
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226514887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226548777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1400226548827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226552537
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226553757
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226557137
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226588757
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226617557
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226617697
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226733982
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226733982
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226738882
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226738992
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226742582
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400226742582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226759032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226759472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226759972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226767452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226769772
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400226774093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226787645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226801808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226801968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226804508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226840427
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400226842127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226858327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1400226858367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226861157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226864997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1400226865037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226869217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226874597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1400226874637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226877527
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226895847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226897067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226900367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226900737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226901067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226901547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226901937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226902217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226902477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226902697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226902967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226903427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226903767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400226904397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226906107
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226906917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226907327
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226909167
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400226909429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226909759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400226962529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400226986349
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400226997750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227002560
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227004810
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400227006480
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227008350
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400227012820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400227014230
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400227014470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227032792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227034602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227038943
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400227038963
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227058376
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227090358
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227092428
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227092428
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400227093858
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227113438
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227113518
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400227126188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227127168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227156458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227172438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227188518
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400227259629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227338251
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227341811
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227342651
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400227348641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227351561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227363071
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227363221
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227363331
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.navigate.open.type",1400227363351
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227403402
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227403402
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1400227410822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227417012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227492335
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1400227494705
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227510835
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227517815
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227522075
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1400227528225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227539985
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227577355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1400227584765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1400227585155
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227589155
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227596866
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227599976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227624836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227681390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227713200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227717690
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1400227717710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227720530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227722600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227746040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227748940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1400227773440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400227776120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1400227784770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1400227800760
